Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Census Year Code,Census Year,Unit,Y1930,Y1930F,Y1930N,Y1950,Y1950F,Y1950N,Y1960,Y1960F,Y1960N,Y1970,Y1970F,Y1970N,Y1980,Y1980F,Y1980N,Y1990,Y1990F,Y1990N,Y2000,Y2000F,Y2000N,Y2010,Y2010F,Y2010N,Y2020,Y2020F,Y2020N
"99","'352","Iceland","270070","Civil persons","60850","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"2240.000000","A",,,,
"99","'352","Iceland","270070","Civil persons","6201","Percent of total number","2010","2010","%",,,,,,,,,,,,,,,,,,,,,,"86.500000","E",,,,
"99","'352","Iceland","270071","Juridical","50260","Area","2010","2010","ha",,,,,,,,,,,,,,,,,,,,,,"341820.000000","A",,,,
"99","'352","Iceland","270071","Juridical","6200","Percentage of total area","2010","2010","%",,,,,,,,,,,,,,,,,,,,,,"13.400000","E",,,,
"99","'352","Iceland","270071","Juridical","60850","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"350.000000","A",,,,
"99","'352","Iceland","270071","Juridical","6201","Percent of total number","2010","2010","%",,,,,,,,,,,,,,,,,,,,,,"13.500000","E",,,,
"99","'352","Iceland","270052","Holdings operated by civil persons, male","60850","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"2190.000000","A","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units.",,,
"99","'352","Iceland","270052","Holdings operated by civil persons, male","6202","Percent of total persons","2010","2010","%",,,,,,,,,,,,,,,,,,,,,,"84.600000","E","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units.",,,
"99","'352","Iceland","270051","Holdings operated by civil persons, female","60850","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"400.000000","A","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units.",,,
"99","'352","Iceland","270051","Holdings operated by civil persons, female","6202","Percent of total persons","2010","2010","%",,,,,,,,,,,,,,,,,,,,,,"15.400000","E","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units.",,,
"99","'352","Iceland","270050","Holdings operated by civil persons, total","60850","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"2590.000000","A","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units.",,,
"99","'352","Iceland","270092","Household members, engaged in agriculture, male","60851","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"790.000000","A",,,,
"99","'352","Iceland","270091","Household members, engaged in agriculture, female","60851","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"1140.000000","A",,,,
"99","'352","Iceland","270090","Household members, engaged in agriculture, total","60851","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"1930.000000","A",,,,
"99","'352","Iceland","27010","Hired permanent workers","60851","Number","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"1730.000000","A","Data correspond to 'Regular non-family labour force'.",,,
"99","'352","Iceland","27010","Hired permanent workers","5019","Average persons per holding","2010","2010","No",,,,,,,,,,,,,,,,,,,,,,"0.670000","E","Data correspond to 'Regular non-family labour force'.",,,
"100","'356","India","27002","Holdings","50260","Area","1954","1954","ha",,,,"135856000.000000","A",,,,,,,,,,,,,,,,,,,,,,
"100","'356","India","27002","Holdings","50260","Area","196061","1960/61","ha",,,,,,,"131873000.000000","A",,,,,,,,,,,,,,,,,,,
"100","'356","India","27002","Holdings","50260","Area","197071","1970/71","ha",,,,,,,,,,"162124000.000000","A",,,,,,,,,,,,,,,,
"100","'356","India","27002","Holdings","50260","Area","197677","1976/77","ha",,,,,,,,,,,,,"163343000.000000","A",,,,,,,,,,,,,
"100","'356","India","27002","Holdings","50260","Area","199091","1990/91","ha",,,,,,,,,,,,,,,,"165507000.000000","A",,,,,,,,,,
"100","'356","India","27002","Holdings","50260","Area","200001","2000/01","ha",,,,,,,,,,,,,,,,,,,"159394000.000000","A",,,,,,,
"100","'356","India","27002","Holdings","50260","Area","201011","2010/11","ha",,,,,,,,,,,,,,,,,,,,,,"159592000.000000","A",,,,
"100","'356","India","27002","Holdings","50260","Area","201516","2015/16","ha",,,,,,,,,,,,,,,,,,,,,,,,,"157817336.000000","A",
"100","'356","India","27002","Holdings","5017","Average area","1954","1954","ha",,,,"2.200000","E",,,,,,,,,,,,,,,,,,,,,,
"100","'356","India","27002","Holdings","5017","Average area","196061","1960/61","ha",,,,,,,"2.700000","E",,,,,,,,,,,,,,,,,,,
"100","'356","India","27002","Holdings","5017","Average area","197071","1970/71","ha",,,,,,,,,,"2.300000","E",,,,,,,,,,,,,,,,
"100","'356","India","27002","Holdings","5017","Average area","197677","1976/77","ha",,,,,,,,,,,,,"2.000000","E",,,,,,,,,,,,,
"100","'356","India","27002","Holdings","5017","Average area","199091","1990/91","ha",,,,,,,,,,,,,,,,"1.550000","E",,,,,,,,,,
"100","'356","India","27002","Holdings","5017","Average area","200001","2000/01","ha",,,,,,,,,,,,,,,,,,,"1.330000","E",,,,,,,
"100","'356","India","27002","Holdings","5017","Average area","201011","2010/11","ha",,,,,,,,,,,,,,,,,,,,,,"1.150000","E",,,,
"100","'356","India","27002","Holdings","5017","Average area","201516","2015/16","ha",,,,,,,,,,,,,,,,,,,,,,,,,"1.080000","A",
"100","'356","India","27002","Holdings","60850","Number","1954","1954","No",,,,"61780000.000000","A",,,,,,,,,,,,,,,,,,,,,,
"100","'356","India","27002","Holdings","60850","Number","196061","1960/61","No",,,,,,,"48882000.000000","A",,,,,,,,,,,,,,,,,,,
"100","'356","India","27002","Holdings","60850","Number","197071","1970/71","No",,,,,,,,,,"70493000.000000","A",,,,,,,,,,,,,,,,
"100","'356","India","27002","Holdings","60850","Number","197677","1976/77","No",,,,,,,,,,,,,"81569000.000000","A",,,,,,,,,,,,,
"100","'356","India","27002","Holdings","60850","Number","199091","1990/91","No",,,,,,,,,,,,,,,,"106637000.000000","A",,,,,,,,,,
"100","'356","India","27002","Holdings","60850","Number","200001","2000/01","No",,,,,,,,,,,,,,,,,,,"119894000.000000","A","Crop holdings.",,,,,,
"100","'356","India","27002","Holdings","60850","Number","201011","2010/11","No",,,,,,,,,,,,,,,,,,,,,,"138348000.000000","A",,,,
"100","'356","India","27002","Holdings","60850","Number","201516","2015/16","No",,,,,,,,,,,,,,,,,,,,,,,,,"146453741.000000","A",
"100","'356","India","270030","Holdings with land size 0-<1","50260","Area","199091","1990/91","ha",,,,,,,,,,,,,,,,"24894000.000000","A",,,,,,,,,,
"100","'356","India","270030","Holdings with land size 0-<1","50260","Area","200001","2000/01","ha",,,,,,,,,,,,,,,,,,,"29806000.000000","A",,,,,,,
"100","'356","India","270030","Holdings with land size 0-<1","50260","Area","201011","2010/11","ha",,,,,,,,,,,,,,,,,,,,,,"35908000.000000","A",,,,
"100","'356","India","270030","Holdings with land size 0-<1","50260","Area","201516","2015/16","ha",,,,,,,,,,,,,,,,,,,,,,,,,"37923353.000000","E","Interpolated data"
"100","'356","India","270030","Holdings with land size 0-<1","60850","Number","199091","1990/91","No",,,,,,,,,,,,,,,,"63388000.000000","A",,,,,,,,,,
"100","'356","India","270030","Holdings with land size 0-<1","60850","Number","200001","2000/01","No",,,,,,,,,,,,,,,,,,,"75390000.000000","A",,,,,,,
"100","'356","India","270030","Holdings with land size 0-<1","60850","Number","201011","2010/11","No",,,,,,,,,,,,,,,,,,,,,,"92826000.000000","A",,,,
"100","'356","India","270030","Holdings with land size 0-<1","60850","Number","201516","2015/16","No",,,,,,,,,,,,,,,,,,,,,,,,,"100251309.000000","E","Interpolated data"
"100","'356","India","270031","Holdings with land size 1-<2","50260","Area","199091","1990/91","ha",,,,,,,,,,,,,,,,"28827000.000000","A",,,,,,,,,,
"100","'356","India","270031","Holdings with land size 1-<2","50260","Area","200001","2000/01","ha",,,,,,,,,,,,,,,,,,,"32129000.000000","A",,,,,,,
"100","'356","India","270031","Holdings with land size 1-<2","50260","Area","201011","2010/11","ha",,,,,,,,,,,,,,,,,,,,,,"35244000.000000","A",,,,
"100","'356","India","270031","Holdings with land size 1-<2","50260","Area","201516","2015/16","ha",,,,,,,,,,,,,,,,,,,,,,,,,"36150710.000000","A",
"100","'356","India","270031","Holdings with land size 1-<2","60850","Number","199091","1990/91","No",,,,,,,,,,,,,,,,"20092000.000000","A",,,,,,,,,,
"100","'356","India","270031","Holdings with land size 1-<2","60850","Number","200001","2000/01","No",,,,,,,,,,,,,,,,,,,"22687000.000000","A",,,,,,,
"100","'356","India","270031","Holdings with land size 1-<2","60850","Number","201011","2010/11","No",,,,,,,,,,,,,,,,,,,,,,"24779000.000000","A",,,,
"100","'356","India","270031","Holdings with land size 1-<2","60850","Number","201516","2015/16","No",,,,,,,,,,,,,,,,,,,,,,,,,"25809332.000000","A",
"100","'356","India","270032","Holdings with land size 2-<3","50260","Area","201011","2010/11","ha",,,,,,,,,,,,,,,,,,,,,,"23164000.000000","A",,,,
"100","'356","India","270032","Holdings with land size 2-<3","50260","Area","201516","2015/16","ha",,,,,,,,,,,,,,,,,,,,,,,,,"23374742.000000","A",
"100","'356","India","270032","Holdings with land size 2-<3","60850","Number","201011","2010/11","No",,,,,,,,,,,,,,,,,,,,,,"9649000.000000","A",,,,
"100","'356","India","270032","Holdings with land size 2-<3","60850","Number","201516","2015/16","No",,,,,,,,,,,,,,,,,,,,,,,,,"9827676.000000","A",
"100","'356","India","270033","Holdings with land size 2-<5","50260","Area","199091","1990/91","ha",,,,,,,,,,,,,,,,"51223000.000000","A",,,,,,,,,,
"100","'356","India","270033","Holdings with land size 2-<5","50260","Area","200001","2000/01","ha",,,,,,,,,,,,,,,,,,,"49788000.000000","A",,,,,,,
"100","'356","India","270033","Holdings with land size 2-<5","60850","Number","199091","1990/91","No",,,,,,,,,,,,,,,,"16817000.000000","A",,,,,,,,,,
"100","'356","India","270033","Holdings with land size 2-<5","60850","Number","200001","2000/01","No",,,,,,,,,,,,,,,,,,,"16639000.000000","A",,,,,,,
"100","'356","India","270034","Holdings with land size 3-<4","50260","Area","201011","2010/11","ha",,,,,,,,,,,,,,,,,,,,,,"14540000.000000","A",,,,
"100","'356","India","270034","Holdings with land size 3-<4","50260","Area","201516","2015/16","ha",,,,,,,,,,,,,,,,,,,,,,,,,"14244565.000000","A",
"100","'356","India","270034","Holdings with land size 3-<4","60850","Number","201011","2010/11","No",,,,,,,,,,,,,,,,,,,,,,"4247000.000000","A",,,,
"100","'356","India","270034","Holdings with land size 3-<4","60850","Number","201516","2015/16","No",,,,,,,,,,,,,,,,,,,,,,,,,"4165538.000000","A",
"100","'356","India","270035","Holdings with land size 4-<5","50260","Area","201011","2010/11","ha",,,,,,,,,,,,,,,,,,,,,,"10762000.000000","A",,,,
"100","'356","India","270035","Holdings with land size 4-<5","50260","Area","201516","2015/16","ha",,,,,,,,,,,,,,,,,,,,,,,,,"10457933.000000","A",
"100","'356","India","270035","Holdings with land size 4-<5","60850","Number","201011","2010/11","No",,,,,,,,,,,,,,,,,,,,,,"2431000.000000","A",,,,
"100","'356","India","270035","Holdings with land size 4-<5","60850","Number","201516","2015/16","No",,,,,,,,,,,,,,,,,,,,,,,,,"2366241.000000","A",
"100","'356","India","270036","Holdings with land size 5-<10","50260","Area","199091","1990/91","ha",,,,,,,,,,,,,,,,"31903000.000000","A",,,,,,,,,,
"100","'356","India","270036","Holdings with land size 5-<10","50260","Area","200001","2000/01","ha",,,,,,,,,,,,,,,,,,,"26579000.000000","A",,,,,,,
"100","'356","India","270036","Holdings with land size 5-<10","50260","Area","201011","2010/11","ha",,,,,,,,,,,,,,,,,,,,,,"23066000.000000","E","Interpolated data",,,
"100","'356","India","270036","Holdings with land size 5-<10","50260","Area","201516","2015/16","ha",,,,,,,,,,,,,,,,,,,,,,,,,"21352494.000000","A",
"100","'356","India","270036","Holdings with land size 5-<10","60850","Number","199091","1990/91","No",,,,,,,,,,,,,,,,"4686000.000000","A",,,,,,,,,,
"100","'356","India","270036","Holdings with land size 5-<10","60850","Number","200001","2000/01","No",,,,,,,,,,,,,,,,,,,"3948000.000000","A",,,,,,,
"100","'356","India","270036","Holdings with land size 5-<10","60850","Number","201011","2010/11","No",,,,,,,,,,,,,,,,,,,,,,"3444000.000000","A",,,,
"100","'356","India","270036","Holdings with land size 5-<10","60850","Number","201516","2015/16","No",,,,,,,,,,,,,,,,,,,,,,,,,"3195239.000000","A",
"100","'356","India","270037","Holdings with land size 10-<20","50260","Area","199091","1990/91","ha",,,,,,,,,,,,,,,,"28660000.000000","A",,,,,,,,,,
"100","'356","India","270037","Holdings with land size 10-<20","50260","Area","200001","2000/01","ha",,,,,,,,,,,,,,,,,,,"13220000.000000","A",,,,,,,
"100","'356","India","270037","Holdings with land size 10-<20","50260","Area","201011","2010/11","ha",,,,,,,,,,,,,,,,,,,,,,"10489000.000000","A",,,,
"100","'356","India","270037","Holdings with land size 10-<20","50260","Area","201516","2015/16","ha",,,,,,,,,,,,,,,,,,,,,,,,,"9066528.000000","A",
"100","'356","India","270037","Holdings with land size 10-<20","60850","Number","199091","1990/91","No",,,,,,,,,,,,,,,,"1654000.000000","A",,,,,,,,,,
"100","'356","India","270037","Holdings with land size 10-<20","60850","Number","200001","2000/01","No",,,,,,,,,,,,,,,,,,,"1004000.000000","A",,,,,,,
"100","'356","India","270037","Holdings with land size 10-<20","60850","Number","201011","2010/11","No",,,,,,,,,,,,,,,,,,,,,,"799000.000000","A",,,,
"100","'356","India","270037","Holdings with land size 10-<20","60850","Number","201516","2015/16","No",,,,,,,,,,,,,,,,,,,,,,,,,"693375.000000","A",
"100","'356","India","270038","Holdings with land size 20-<50","50260","Area","200001","2000/01","ha",,,,,,,,,,,,,,,,,,,"7872000.000000","A",,,,,,,
"100","'356","India","270038","Holdings with land size 20-<50","50260","Area","201011","2010/11","ha",,,,,,,,,,,,,,,,,,,,,,"6418000.000000","A",,,,
"100","'356","India","270038","Holdings with land size 20-<50","50260","Area","201516","2015/16","ha",,,,,,,,,,,,,,,,,,,,,,,,,"5247011.000000","A",
"100","'356","India","270038","Holdings with land size 20-<50","60850","Number","200001","2000/01","No",,,,,,,,,,,,,,,,,,,"226000.000000","A",,,,,,,
"100","'356","India","270038","Holdings with land size 20-<50","60850","Number","201011","2010/11","No",,,,,,,,,,,,,,,,,,,,,,"174000.000000","A",,,,
"100","'356","India","270038","Holdings with land size 20-<50","60850","Number","201516","2015/16","No",,,,,,,,,,,,,,,,,,,,,,,,,"145031.000000","A",
"100","'356","India","270060","Holdings owned by the holder or in owner-like possession","50260","Area","199091","1990/91","ha",,,,,,,,,,,,,,,,"162955000.000000","A",,,,,,,,,,
"100","'356","India","270060","Holdings owned by the holder or in owner-like possession","50260","Area","201011","2010/11","ha",,,,,,,,,,,,,,,,,,,,,,"155918000.000000","A",,,,
"100","'356","India","270060","Holdings owned by the holder or in owner-like possession","50260","Area","201516","2015/16","ha",,,,,,,,,,,,,,,,,,,,,,,,,"156646449.000000","A",
"100","'356","India","270060","Holdings owned by the holder or in owner-like possession","6200","Percentage of total area","199091","1990/91","%",,,,,,,,,,,,,,,,"98.460000","E",,,,,,,,,,
"100","'356","India","270060","Holdings owned by the holder or in owner-like possession","6200","Percentage of total area","201011","2010/11","%",,,,,,,,,,,,,,,,,,,,,,"97.700000","E",,,,
"100","'356","India","270060","Holdings owned by the holder or in owner-like possession","6200","Percentage of total area","201516","2015/16","%",,,,,,,,,,,,,,,,,,,,,,,,,"99.260000","A",
"100","'356","India","270060","Holdings owned by the holder or in owner-like possession","60850","Number","199091","1990/91","No",,,,,,,,,,,,,,,,"103086000.000000","A",,,,,,,,,,
"100","'356","India","270060","Holdings owned by the holder or in owner-like possession","60850","Number","201011","2010/11","No",,,,,,,,,,,,,,,,,,,,,,"135040000.000000","A",,,,
"100","'356","India","270060","Holdings owned by the holder or in owner-like possession","60850","Number","201516","2015/16","No",,,,,,,,,,,,,,,,,,,,,,,,,"145250301.000000","A",
"100","'356","India","270060","Holdings owned by the holder or in owner-like possession","6201","Percent of total number","199091","1990/91","%",,,,,,,,,,,,,,,,"96.670000","E",,,,,,,,,,
"100","'356","India","270060","Holdings owned by the holder or in owner-like possession","6201","Percent of total number","201011","2010/11","%",,,,,,,,,,,,,,,,,,,,,,"97.600000","E",,,,
"100","'356","India","270060","Holdings owned by the holder or in owner-like possession","6201","Percent of total number","201516","2015/16","%",,,,,,,,,,,,,,,,,,,,,,,,,"99.180000","A",
"100","'356","India","270061","Holdings rented from others","50260","Area","199091","1990/91","ha",,,,,,,,,,,,,,,,"1276000.000000","A",,,,,,,,,,
"100","'356","India","270061","Holdings rented from others","50260","Area","201011","2010/11","ha",,,,,,,,,,,,,,,,,,,,,,"624000.000000","A",,,,
"100","'356","India","270061","Holdings rented from others","50260","Area","201516","2015/16","ha",,,,,,,,,,,,,,,,,,,,,,,,,"400312.400000","A",
"100","'356","India","270061","Holdings rented from others","6200","Percentage of total area","199091","1990/91","%",,,,,,,,,,,,,,,,"0.770000","E",,,,,,,,,,
"100","'356","India","270061","Holdings rented from others","6200","Percentage of total area","201011","2010/11","%",,,,,,,,,,,,,,,,,,,,,,"0.400000","E",,,,
"100","'356","India","270061","Holdings rented from others","6200","Percentage of total area","201516","2015/16","%",,,,,,,,,,,,,,,,,,,,,,,,,"0.250000","A",
"100","'356","India","270061","Holdings rented from others","60850","Number","199091","1990/91","No",,,,,,,,,,,,,,,,"465000.000000","A",,,,,,,,,,
"100","'356","India","270061","Holdings rented from others","60850","Number","201011","2010/11","No",,,,,,,,,,,,,,,,,,,,,,"724000.000000","A",,,,
"100","'356","India","270061","Holdings rented from others","60850","Number","201516","2015/16","No",,,,,,,,,,,,,,,,,,,,,,,,,"531285.000000","A",
"100","'356","India","270061","Holdings rented from others","6201","Percent of total number","199091","1990/91","%",,,,,,,,,,,,,,,,"0.440000","E",,,,,,,,,,
"100","'356","India","270061","Holdings rented from others","6201","Percent of total number","201011","2010/11","%",,,,,,,,,,,,,,,,,,,,,,"0.500000","E",,,,
"100","'356","India","270061","Holdings rented from others","6201","Percent of total number","201516","2015/16","%",,,,,,,,,,,,,,,,,,,,,,,,,"0.360000","A",
"100","'356","India","270062","Holdings operated under other forms of tenure","50260","Area","199091","1990/91","ha",,,,,,,,,,,,,,,,"1276000.000000","A",,,,,,,,,,
"100","'356","India","270062","Holdings operated under other forms of tenure","50260","Area","201011","2010/11","ha",,,,,,,,,,,,,,,,,,,,,,"917000.000000","A",,,,
"100","'356","India","270062","Holdings operated under other forms of tenure","50260","Area","201516","2015/16","ha",,,,,,,,,,,,,,,,,,,,,,,,,"770575.110000","A",
"100","'356","India","270062","Holdings operated under other forms of tenure","6200","Percentage of total area","199091","1990/91","%",,,,,,,,,,,,,,,,"0.770000","E",,,,,,,,,,
"100","'356","India","270062","Holdings operated under other forms of tenure","6200","Percentage of total area","201011","2010/11","%",,,,,,,,,,,,,,,,,,,,,,"0.600000","E",,,,
"100","'356","India","270062","Holdings operated under other forms of tenure","6200","Percentage of total area","201516","2015/16","%",,,,,,,,,,,,,,,,,,,,,,,,,"0.490000","A",
"100","'356","India","270062","Holdings operated under other forms of tenure","60850","Number","199091","1990/91","No",,,,,,,,,,,,,,,,"663000.000000","A",,,,,,,,,,
"100","'356","India","270062","Holdings operated under other forms of tenure","60850","Number","201011","2010/11","No",,,,,,,,,,,,,,,,,,,,,,"728000.000000","A",,,,
"100","'356","India","270062","Holdings operated under other forms of tenure","60850","Number","201516","2015/16","No",,,,,,,,,,,,,,,,,,,,,,,,,"672155.000000","A",
"100","'356","India","270062","Holdings operated under other forms of tenure","6201","Percent of total number","199091","1990/91","%",,,,,,,,,,,,,,,,"0.620000","E",,,,,,,,,,
"100","'356","India","270062","Holdings operated under other forms of tenure","6201","Percent of total number","201011","2010/11","%",,,,,,,,,,,,,,,,,,,,,,"0.500000","E",,,,
"100","'356","India","270062","Holdings operated under other forms of tenure","6201","Percent of total number","201516","2015/16","%",,,,,,,,,,,,,,,,,,,,,,,,,"0.460000","A",
"100","'356","India","270064","Holdings under more than one form of tenure","50260","Area","199091","1990/91","ha",,,,,,,,,,,,,,,,"4941000.000000","A",,,,,,,,,,
"100","'356","India","270064","Holdings under more than one form of tenure","6200","Percentage of total area","199091","1990/91","%",,,,,,,,,,,,,,,,"2.990000","E",,,,,,,,,,
"100","'356","India","270064","Holdings under more than one form of tenure","60850","Number","199091","1990/91","No",,,,,,,,,,,,,,,,"2423000.000000","A",,,,,,,,,,
"100","'356","India","270064","Holdings under more than one form of tenure","60850","Number","201011","2010/11","No",,,,,,,,,,,,,,,,,,,,,,"1856000.000000","A",,,,
"100","'356","India","270064","Holdings under more than one form of tenure","6201","Percent of total number","199091","1990/91","%",,,,,,,,,,,,,,,,"2.270000","E",,,,,,,,,,
"100","'356","India","270064","Holdings under more than one form of tenure","6201","Percent of total number","201011","2010/11","%",,,,,,,,,,,,,,,,,,,,,,"1.300000","E",,,,
"100","'356","India","270070","Civil persons","50260","Area","199091","1990/91","ha",,,,,,,,,,,,,,,,"163922000.000000","A",,,,,,,,,,
"100","'356","India","270070","Civil persons","50260","Area","200001","2000/01","ha",,,,,,,,,,,,,,,,,,,"157589000.000000","A",,,,,,,
"100","'356","India","270070","Civil persons","50260","Area","201516","2015/16","ha",,,,,,,,,,,,,,,,,,,,,,,,,"156277047.000000","A",
"100","'356","India","270070","Civil persons","6200","Percentage of total area","199091","1990/91","%",,,,,,,,,,,,,,,,"99.040000","E",,,,,,,,,,
"100","'356","India","270070","Civil persons","6200","Percentage of total area","200001","2000/01","%",,,,,,,,,,,,,,,,,,,"98.870000","E",,,,,,,
"100","'356","India","270070","Civil persons","6200","Percentage of total area","201516","2015/16","%",,,,,,,,,,,,,,,,,,,,,,,,,"99.020000","A",
"100","'356","India","270070","Civil persons","60850","Number","199091","1990/91","No",,,,,,,,,,,,,,,,"106437000.000000","A",,,,,,,,,,
"100","'356","India","270070","Civil persons","60850","Number","200001","2000/01","No",,,,,,,,,,,,,,,,,,,"119622000.000000","A",,,,,,,
"100","'356","India","270070","Civil persons","60850","Number","201516","2015/16","No",,,,,,,,,,,,,,,,,,,,,,,,,"146190035.000000","A",
"100","'356","India","270070","Civil persons","6201","Percent of total number","199091","1990/91","%",,,,,,,,,,,,,,,,"99.810000","E",,,,,,,,,,
"100","'356","India","270070","Civil persons","6201","Percent of total number","200001","2000/01","%",,,,,,,,,,,,,,,,,,,"99.770000","E",,,,,,,
"100","'356","India","270070","Civil persons","6201","Percent of total number","201516","2015/16","%",,,,,,,,,,,,,,,,,,,,,,,,,"99.820000","A",
"100","'356","India","270071","Juridical","50260","Area","199091","1990/91","ha",,,,,,,,,,,,,,,,"1585000.000000","A",,,,,,,,,,
"100","'356","India","270071","Juridical","50260","Area","200001","2000/01","ha",,,,,,,,,,,,,,,,,,,"1805000.000000","A",,,,,,,
"100","'356","India","270071","Juridical","50260","Area","201516","2015/16","ha",,,,,,,,,,,,,,,,,,,,,,,,,"1540289.000000","A",
"100","'356","India","270071","Juridical","6200","Percentage of total area","199091","1990/91","%",,,,,,,,,,,,,,,,"0.960000","E",,,,,,,,,,
"100","'356","India","270071","Juridical","6200","Percentage of total area","200001","2000/01","%",,,,,,,,,,,,,,,,,,,"1.130000","E",,,,,,,
"100","'356","India","270071","Juridical","6200","Percentage of total area","201516","2015/16","%",,,,,,,,,,,,,,,,,,,,,,,,,"0.980000","A",
"100","'356","India","270071","Juridical","60850","Number","199091","1990/91","No",,,,,,,,,,,,,,,,"200000.000000","A",,,,,,,,,,
"100","'356","India","270071","Juridical","60850","Number","200001","2000/01","No",,,,,,,,,,,,,,,,,,,"272000.000000","A",,,,,,,
"100","'356","India","270071","Juridical","60850","Number","201516","2015/16","No",,,,,,,,,,,,,,,,,,,,,,,,,"263706.000000","A",
"100","'356","India","270071","Juridical","6201","Percent of total number","199091","1990/91","%",,,,,,,,,,,,,,,,"0.190000","E",,,,,,,,,,
"100","'356","India","270071","Juridical","6201","Percent of total number","200001","2000/01","%",,,,,,,,,,,,,,,,,,,"0.230000","E",,,,,,,
"100","'356","India","270071","Juridical","6201","Percent of total number","201516","2015/16","%",,,,,,,,,,,,,,,,,,,,,,,,,"0.180000","A",
"100","'356","India","270052","Holdings operated by civil persons, male","60850","Number","200001","2000/01","No",,,,,,,,,,,,,,,,,,,"106634000.000000","A","Crop holdings.",,,,,,
"100","'356","India","270052","Holdings operated by civil persons, male","60850","Number","201011","2010/11","No",,,,,,,,,,,,,,,,,,,,,,"120427100.000000","A",,,,
"100","'356","India","270052","Holdings operated by civil persons, male","60851","Number","201516","2015/16","No",,,,,,,,,,,,,,,,,,,,,,,,,"125750887.000000","A",
"100","'356","India","270052","Holdings operated by civil persons, male","6202","Percent of total persons","200001","2000/01","%",,,,,,,,,,,,,,,,,,,"89.140000","E",,,,,,,
"100","'356","India","270052","Holdings operated by civil persons, male","6202","Percent of total persons","201011","2010/11","%",,,,,,,,,,,,,,,,,,,,,,"87.200000","E",,,,
"100","'356","India","270052","Holdings operated by civil persons, male","6202","Percent of total persons","201516","2015/16","%",,,,,,,,,,,,,,,,,,,,,,,,,"86.020000","A",
"100","'356","India","270051","Holdings operated by civil persons, female","60850","Number","200001","2000/01","No",,,,,,,,,,,,,,,,,,,"12987000.000000","A","Crop holdings.",,,,,,
"100","'356","India","270051","Holdings operated by civil persons, female","60850","Number","201011","2010/11","No",,,,,,,,,,,,,,,,,,,,,,"17682800.000000","A",,,,
"100","'356","India","270051","Holdings operated by civil persons, female","60851","Number","201516","2015/16","No",,,,,,,,,,,,,,,,,,,,,,,,,"20439148.000000","A",
"100","'356","India","270051","Holdings operated by civil persons, female","6202","Percent of total persons","200001","2000/01","%",,,,,,,,,,,,,,,,,,,"10.860000","E",,,,,,,
"100","'356","India","270051","Holdings operated by civil persons, female","6202","Percent of total persons","201011","2010/11","%",,,,,,,,,,,,,,,,,,,,,,"12.800000","E",,,,
"100","'356","India","270051","Holdings operated by civil persons, female","6202","Percent of total persons","201516","2015/16","%",,,,,,,,,,,,,,,,,,,,,,,,,"13.980000","A",
"100","'356","India","270050","Holdings operated by civil persons, total","60850","Number","200001","2000/01","No",,,,,,,,,,,,,,,,,,,"119621000.000000","A","Crop holdings.",,,,,,
"100","'356","India","270050","Holdings operated by civil persons, total","60850","Number","201011","2010/11","No",,,,,,,,,,,,,,,,,,,,,,"138109900.000000","A",,,,
"100","'356","India","270050","Holdings operated by civil persons, total","60851","Number","201516","2015/16","No",,,,,,,,,,,,,,,,,,,,,,,,,"146190035.000000","A",
"100","'356","India","270050","Holdings operated by civil persons, total","6202","Percent of total persons","201516","2015/16","%",,,,,,,,,,,,,,,,,,,,,,,,,"100.000000","A",
"101","'360","Indonesia","27002","Holdings","50260","Area","1963","1963","ha",,,,,,,"14634695.000000","A",,,,,,,,,,,,,,,,,,,
"101","'360","Indonesia","27002","Holdings","50260","Area","1973","1973","ha",,,,,,,,,,"16396826.000000","A",,,,,,,,,,,,,,,,
"101","'360","Indonesia","27002","Holdings","50260","Area","1983","1983","ha",,,,,,,,,,,,,"19019900.000000","A",,,,,,,,,,,,,
"101","'360","Indonesia","27002","Holdings","50260","Area","1993","1993","ha",,,,,,,,,,,,,,,,"17145036.000000","A",,,,,,,,,,
"101","'360","Indonesia","27002","Holdings","50260","Area","2003","2003","ha",,,,,,,,,,,,,,,,,,,"19673412.000000","A",,,,,,,
"101","'360","Indonesia","27002","Holdings","5017","Average area","1963","1963","ha",,,,,,,"1.200000","E",,,,,,,,,,,,,,,,,,,
