iter	Logloss
163	0.3154868164
164	0.315431811
165	0.315377016
166	0.3153241134
167	0.3152875462
168	0.3152324921
169	0.3151900091
170	0.3151406813
171	0.3150999418
172	0.3150555812
173	0.3150097734
174	0.3149710775
175	0.3149186258
176	0.3148790104
177	0.3148357451
178	0.3147933648
179	0.314754901
180	0.3147092994
181	0.3146617769
182	0.314620818
183	0.3145805544
184	0.3145285329
185	0.3144918194
186	0.3144447277
187	0.3143949273
188	0.3143611596
189	0.3143166662
190	0.3142868735
191	0.3142444478
192	0.3142083531
193	0.3141598193
194	0.3141102516
195	0.3140754409
196	0.3140362176
197	0.3140023482
198	0.3139566326
199	0.3139154524
200	0.3138773038
201	0.3138433454
202	0.3137870845
203	0.3137490918
204	0.3137023367
205	0.3136435396
206	0.3136072798
207	0.3135625266
208	0.3135242224
209	0.3134867106
210	0.3134440256
211	0.3133896924
212	0.3133496594
213	0.3133124168
214	0.3132887874
215	0.3132521115
216	0.3132122543
217	0.3131705815
218	0.3131291931
219	0.313099968
220	0.3130528084
221	0.313021004
222	0.3130027446
223	0.3129674163
224	0.3129022282
225	0.3128613716
226	0.3128352556
227	0.3127787928
228	0.3127372211
229	0.3126953243
230	0.3126568411
231	0.3126175133
232	0.3125805697
233	0.3125387712
234	0.3124962021
235	0.3124532282
236	0.3124152613
237	0.3123697311
238	0.3123310776
239	0.3122940506
240	0.3122416234
241	0.3122006982
242	0.3121591357
243	0.3121182576
244	0.3120826419
245	0.3120588817
246	0.3120216732
247	0.3119797608
248	0.3119391331
249	0.31189932
250	0.3118707644
251	0.3118359284
252	0.3117881842
253	0.3117538715
254	0.3117216781
255	0.3116893255
256	0.3116604489
257	0.3116240025
258	0.3115834788
259	0.3115527539
260	0.3115105203
261	0.3114739742
262	0.3114444248
263	0.3114061209
264	0.3113574179
265	0.311325358
266	0.3112978259
267	0.3112736685
268	0.3112367939
269	0.3112105456
270	0.3111729863
271	0.3111296542
272	0.3110893127
273	0.3110577395
274	0.3110197684
275	0.3109732318
276	0.3109453881
277	0.3109061387
278	0.3108638889
279	0.3108381925
280	0.3108114804
281	0.3107566144
282	0.3107254855
283	0.3106845085
284	0.3106566878
285	0.3106331994
286	0.3105954295
287	0.3105653215
288	0.3105220292
289	0.3104852301
290	0.3104446849
291	0.3104100024
292	0.3103867769
293	0.3103398767
294	0.310299177
295	0.3102725609
296	0.3102377277
297	0.3102109774
298	0.3101736963
299	0.3101372244
300	0.3101065141
301	0.3100741278
302	0.3100380864
303	0.309981428
304	0.3099237411
305	0.3098773122
306	0.3098453771
307	0.3098084411
308	0.3097669348
309	0.3097348479
310	0.3097137042
311	0.3096832453
312	0.3096453866
313	0.3096170955
314	0.3096007666
315	0.3095647787
316	0.3095247452
317	0.3094984777
318	0.3094556815
319	0.3094128981
320	0.3093809681
321	0.309343418
322	0.3093049416
323	0.3092524495
324	0.3091981541
325	0.309175548
326	0.3091428628
327	0.3091106001
328	0.3090705016
329	0.3090327092
330	0.3089968653
331	0.3089507002
332	0.308917194
333	0.308873905
334	0.3088486205
335	0.3088179389
336	0.3087919167
337	0.3087548023
338	0.3087203154
339	0.308679346
340	0.3086520928
341	0.3086217164
342	0.308582033
343	0.3085378966
344	0.3085098172
345	0.3084848137
346	0.3084444289
347	0.3084177346
348	0.3083748564
349	0.3083420662
350	0.3083116136
351	0.3082693113
352	0.308224991
353	0.3081635563
354	0.3081404483
355	0.3081069803
356	0.3080867245
357	0.3080483095
358	0.3080207079
359	0.3079855227
360	0.3079539794
361	0.3079207395
362	0.307867146
363	0.3078357525
364	0.3078129047
365	0.3077814163
366	0.3077464625
367	0.3077165119
368	0.3076820191
369	0.3076577774
370	0.3076190737
371	0.3075820696
372	0.3075443659
373	0.3075105053
374	0.3074609048
375	0.3074259167
376	0.3073877921
377	0.307360969
378	0.3073298098
379	0.3072912996
380	0.3072534685
381	0.3072275546
382	0.3071917542
383	0.307158077
384	0.3071279521
385	0.307084674
386	0.3070535698
387	0.3070174899
388	0.3069851792
389	0.306941347
390	0.3069149819
391	0.3068782449
392	0.3068462487
393	0.3068056097
394	0.3067759337
395	0.3067417214
396	0.3067142666
397	0.3066900873
398	0.3066607288
399	0.3066256645
400	0.3065907311
401	0.306546466
402	0.3065182399
403	0.3064721642
404	0.3064293473
405	0.3064070018
406	0.3063758829
407	0.3063442682
408	0.306294482
409	0.3062614859
410	0.3062305532
411	0.3061953648
412	0.3061676824
413	0.3061218231
414	0.3060779375
415	0.3060480238
416	0.3060154147
417	0.3059818661
418	0.3059605298
419	0.3059379029
420	0.305916755
421	0.3058858758
422	0.3058523435
423	0.3058301924
424	0.3058061341
425	0.3057878412
426	0.3057571749
427	0.3057161243
428	0.3056886731
429	0.305651767
430	0.3056118358
431	0.3055847373
432	0.3055638024
433	0.3055323887
434	0.3055051181
435	0.305476639
436	0.3054411456
437	0.3054012753
438	0.3053758503
439	0.3053520049
440	0.3053144143
441	0.3052925861
442	0.3052586716
443	0.3052248082
444	0.3051839928
445	0.3051492168
446	0.3051217106
447	0.3050910222
448	0.3050623481
449	0.3050341144
450	0.3050059503
451	0.3049772119
452	0.3049381775
453	0.3049138567
454	0.3048860742
455	0.3048459829
456	0.3048178044
457	0.3047912918
458	0.3047657591
459	0.3047318312
460	0.3046988329
461	0.3046665928
462	0.3046339446
463	0.3046118739
464	0.3045788458
465	0.3045520307
466	0.3045221811
467	0.3044954239
468	0.3044694813
469	0.3044383734
470	0.3044060696
471	0.3043718065
472	0.3043349366
473	0.3043043277
474	0.3042685233
475	0.3042413241
476	0.3042124748
477	0.3041842609
478	0.3041594622
479	0.3041248957
480	0.3040925429
481	0.304066051
482	0.3040474563
483	0.3040178246
484	0.3039949345
485	0.303952269
486	0.303917331
487	0.303885616
488	0.3038600648
489	0.3038348018
490	0.3038102592
491	0.303782509
492	0.3037619759
493	0.30373112
494	0.3037082438
495	0.3036790386
496	0.3036484095
497	0.303619916
498	0.3036009608
499	0.303574415
500	0.303545993
501	0.303528545
502	0.3034973464
503	0.3034678879
504	0.303442275
505	0.3034217561
506	0.303392908
507	0.3033687126
508	0.3033285436
509	0.3032904357
510	0.3032579233
511	0.3032377679
512	0.3032088354
513	0.3031808326
514	0.3031563448
515	0.3031272972
516	0.3030803517
517	0.3030501353
518	0.3030172951
519	0.3029852652
520	0.3029615688
521	0.3029437487
522	0.3029209687
523	0.3028880486
524	0.302857597
525	0.3028359422
526	0.3028026109
527	0.3027706808
528	0.3027505904
529	0.3027256894
530	0.3026948224
531	0.3026639736
532	0.3026429504
533	0.3026112671
534	0.3025819237
535	0.3025577433
536	0.3025401352
537	0.3025037751
538	0.3024778702
539	0.3024506371
540	0.3024297563
541	0.3023918322
542	0.3023707155
543	0.3023492437
544	0.302311618
545	0.3022637454
546	0.3022287394
547	0.3022035636
548	0.3021721936
549	0.3021496732
550	0.3021159688
551	0.302091525
552	0.3020539738
553	0.3020166936
554	0.3019942455
555	0.3019662542
556	0.3019480143
557	0.3019271414
558	0.3019063928
559	0.3018724548
560	0.3018432773
561	0.3018088157
562	0.3017793564
563	0.3017552727
564	0.3017263741
565	0.3016992919
566	0.3016662093
567	0.3016313597
568	0.3016070074
569	0.3015844102
570	0.3015536296
571	0.3015314477
572	0.3015004503
573	0.301464902
574	0.3014404559
575	0.3014086342
576	0.3013800484
577	0.3013494305
578	0.3013128607
579	0.3013000965
580	0.3012897349
581	0.3012597704
582	0.3012191918
583	0.3011861467
584	0.3011548889
585	0.301123766
586	0.3010990857
587	0.3010779892
588	0.3010466568
589	0.3010056843
590	0.3009746532
591	0.3009438239
592	0.300910878
593	0.3008890154
594	0.3008608616
595	0.3008385703
596	0.3008038721
597	0.3007827465
598	0.3007461839
599	0.300712832
600	0.3006767461
601	0.300651608
602	0.3006017784
603	0.3005789924
604	0.3005411985
605	0.3005126249
606	0.3004863605
607	0.3004671284
608	0.300447489
609	0.3004097208
610	0.3003748945
611	0.3003489649
612	0.3003195107
613	0.3003024558
614	0.3002675108
615	0.3002450871
616	0.3002234416
617	0.3002008277
618	0.30018012
619	0.3001557341
620	0.3001202243
621	0.300087668
622	0.3000551896
623	0.3000296146
624	0.2999976043
625	0.299969257
626	0.2999333929
627	0.2999025202
628	0.2998840226
629	0.2998761355
630	0.2998488831
631	0.2998235158
632	0.2997978006
633	0.2997627457
634	0.2997316773
635	0.2996985208
636	0.2996663161
637	0.2996376425
638	0.2996160414
639	0.2995816468
640	0.2995505804
641	0.2995216145
642	0.2994943833
643	0.2994626881
644	0.2994365937
645	0.2994147426
646	0.2993840603
647	0.2993684179
648	0.2993504896
649	0.2993190348
650	0.2992911847
651	0.2992658089
652	0.2992299976
653	0.2991972629
654	0.2991656209
655	0.2991360791
656	0.2991043531
657	0.2990789997
658	0.2990525819
659	0.2990063056
660	0.2989818994
661	0.2989511878
662	0.2989266081
663	0.2989188862
664	0.2988962046
665	0.298852244
666	0.2988223369
667	0.2987964822
668	0.2987619398
669	0.2987369486
670	0.2987169321
671	0.2986851014
672	0.2986662791
673	0.2986444388
674	0.2986154004
675	0.2985761626
676	0.2985556628
677	0.2985443429
678	0.2985181823
679	0.2984845984
680	0.2984639152
681	0.2984310415
682	0.2983908922
683	0.2983519797
684	0.2983232555
685	0.2982953929
686	0.2982691232
687	0.2982480568
688	0.2982169273
689	0.2981786531
690	0.2981607811
691	0.2981315373
692	0.2981143188
693	0.2981083236
694	0.2980930659
695	0.2980615064
696	0.2980210994
697	0.298021045
698	0.2979867512
699	0.2979525242
700	0.2979159133
701	0.2978928749
702	0.2978638967
703	0.2978374313
704	0.2978019699
705	0.2977813064
706	0.2977497362
707	0.2977289896
708	0.2977001227
709	0.2976687298
710	0.2976242731
711	0.2976002056
712	0.297576021
713	0.2975438566
714	0.2975220093
715	0.2974973365
716	0.297475347
717	0.2974452891
718	0.2974117339
719	0.2973912339
720	0.2973695357
721	0.2973381765
722	0.2973032951
723	0.2972833736
724	0.297266806
725	0.2972380358
726	0.2972045694
727	0.2971857752
728	0.2971607963
729	0.2971367467
730	0.297112679
731	0.2970900628
732	0.2970528965
733	0.2970321182
734	0.2970117077
735	0.2969798667
736	0.296945379
737	0.2969238774
738	0.2968983803
739	0.2968764316
740	0.2968528543
741	0.2968528813
742	0.2968135499
743	0.2967837714
744	0.2967635831
745	0.2967318186
746	0.2967096111
747	0.2966833681
748	0.2966633515
749	0.2966332572
750	0.2966170438
751	0.2965948314
752	0.296572542
753	0.2965415995
754	0.2965157186
755	0.2964905308
756	0.296461323
757	0.2964327024
758	0.2964221757
759	0.2964008632
760	0.2963890719
761	0.2963732606
762	0.2963504762
763	0.2963274307
764	0.2962965106
765	0.2962710202
766	0.2962431887
767	0.2962108039
768	0.2961871761
769	0.2961549433
770	0.2961104103
771	0.2960806834
772	0.2960435138
773	0.2960129166
774	0.2959941538
775	0.2959699491
776	0.2959489541
777	0.2959295111
778	0.2959086984
779	0.2958816598
780	0.2958589772
781	0.2958254052
782	0.295794936
783	0.2957727185
784	0.2957357374
785	0.2957119238
786	0.2956867433
787	0.2956530843
788	0.2956338001
789	0.2956065874
790	0.2955879784
791	0.295563196
792	0.2955390975
793	0.2955037757
794	0.2954783376
795	0.2954507766
796	0.2954259202
797	0.2954096203
798	0.295366105
799	0.2953466833
800	0.2953167367
801	0.2952953049
802	0.2952726143
803	0.2952464473
804	0.2952183597
805	0.2952093297
806	0.2951824052
807	0.295158525
808	0.2951322791
809	0.2951022995
810	0.2950821141
811	0.2950524772
812	0.2950239006
813	0.294998866
814	0.2949775433
815	0.2949465201
816	0.2949058469
817	0.2948791767
818	0.2948516846
819	0.2948201428
820	0.2947861583
821	0.2947592286
822	0.2947407169
823	0.2947065238
824	0.2946765168
825	0.2946349376
826	0.2945939223
827	0.294563073
828	0.2945434788
829	0.2945194269
830	0.2944947632
831	0.2944683196
832	0.294442308
833	0.294407649
834	0.2943885396
835	0.2943670391
836	0.294342827
837	0.2943187986
838	0.2942971241
839	0.2942619291
840	0.2942401341
841	0.2942175963
842	0.2941849333
843	0.2941709598
844	0.2941466855
845	0.2941250806
846	0.2940990242
847	0.2940679629
848	0.2940482055
849	0.2940314268
850	0.2940030146
851	0.2939731165
852	0.293950153
853	0.2939135513
854	0.2938795894
855	0.2938613525
856	0.2938372224
857	0.2938161759
858	0.293784856
859	0.2937536056
860	0.293733459
861	0.2936957345
862	0.2936732837
863	0.2936412553
864	0.2936232294
865	0.2935968196
866	0.2935702827
867	0.2935347107
868	0.2935023571
869	0.2934810494
870	0.2934561673
871	0.2934313699
872	0.2933991525
873	0.2933639247
874	0.2933388656
875	0.29331034
876	0.2932736807
877	0.293248304
878	0.2932195981
879	0.2932007324
880	0.2931704172
881	0.2931466613
882	0.2931162297
883	0.2930862801
884	0.2930647809
885	0.2930566633
886	0.2930201581
887	0.2929912369
888	0.2929648164
889	0.2929395087
890	0.2929087758
891	0.2928893364
892	0.2928514666
893	0.2928193439
894	0.2927901418
895	0.2927725658
896	0.2927485889
897	0.2927297292
898	0.2926881519
899	0.2926592031
900	0.2926282972
901	0.2925938597
902	0.2925605645
903	0.2925338114
904	0.292515465
905	0.2924861218
906	0.2924624661
907	0.2924461539
908	0.2924190841
909	0.2924153283
910	0.2923917662
911	0.2923780103
912	0.2923518372
913	0.2923242893
914	0.2923021822
915	0.292278346
916	0.2922430684
917	0.2922203991
918	0.2922145177
919	0.29217916
920	0.2921666798
921	0.2921386586
922	0.2921304968
923	0.2921073758
924	0.2921073813
925	0.2920798709
926	0.2920493025
927	0.2920330244
928	0.2920143442
929	0.291987703
930	0.2919665699
931	0.2919279561
932	0.2918931335
933	0.2918623188
934	0.2918378809
935	0.2918119703
936	0.2917849899
937	0.2917667109
938	0.2917386557
939	0.2917125158
940	0.2916840361
941	0.2916604888
942	0.2916341333
943	0.2916102972
944	0.2915903846
945	0.2915693195
946	0.2915417302
947	0.2915197388
948	0.2915086707
949	0.2914882392
950	0.2914559648
951	0.2914303056
952	0.2914074815
953	0.2913842188
954	0.2913628672
955	0.291334573
956	0.291304969
957	0.2912836614
958	0.2912537714
959	0.2912216637
960	0.2911922527
961	0.2911637934
962	0.2911423568
963	0.2911423746
964	0.2911319747
965	0.2910979021
966	0.2910673415
967	0.2910551968
968	0.2910265658
969	0.2909994055
970	0.2909693053
971	0.2909381956
972	0.2909381341
973	0.2909132323
974	0.2908894827
975	0.2908688963
976	0.2908520545
977	0.2908334231
978	0.2908162103
979	0.290796878
980	0.2907652367
981	0.2907391211
982	0.290713791
983	0.2906911496
984	0.2906527672
985	0.2906220967
986	0.2905986759
987	0.2905758319
988	0.290552992
989	0.2905291423
990	0.2905028481
991	0.2904673983
992	0.2904401093
993	0.2904158656
994	0.2904101249
995	0.2903901916
996	0.2903704535
997	0.2903577469
998	0.2903344182
999	0.2903160924
