iter	Passed	Remaining
357	2424	4347
358	2430	4339
359	2436	4332
360	2442	4324
361	2449	4316
362	2455	4309
363	2462	4301
364	2468	4294
365	2475	4287
366	2481	4279
367	2486	4271
368	2493	4263
369	2499	4255
370	2505	4247
371	2511	4239
372	2517	4231
373	2523	4224
374	2529	4215
375	2535	4207
376	2541	4199
377	2547	4191
378	2553	4183
379	2558	4175
380	2564	4166
381	2570	4158
382	2576	4150
383	2582	4142
384	2588	4134
385	2594	4126
386	2600	4118
387	2606	4110
388	2613	4104
389	2619	4096
390	2625	4088
391	2631	4080
392	2637	4073
393	2643	4065
394	2649	4057
395	2655	4050
396	2661	4042
397	2666	4033
398	2672	4025
399	2677	4016
400	2683	4008
401	2689	4000
402	2694	3992
403	2700	3983
404	2706	3976
405	2712	3968
406	2718	3961
407	2724	3953
408	2730	3945
409	2736	3938
410	2742	3930
411	2748	3922
412	2754	3914
413	2760	3906
414	2766	3899
415	2772	3891
416	2777	3883
417	2783	3876
418	2789	3868
419	2795	3860
420	2801	3853
421	2807	3845
422	2813	3837
423	2819	3829
424	2825	3822
425	2830	3814
426	2836	3806
427	2842	3798
428	2848	3791
429	2854	3783
430	2860	3776
431	2866	3768
432	2872	3761
433	2878	3753
434	2884	3746
435	2890	3738
436	2896	3731
437	2902	3723
438	2908	3716
439	2914	3708
440	2920	3701
441	2926	3693
442	2931	3686
443	2937	3678
444	2943	3671
445	2949	3663
446	2955	3656
447	2961	3648
448	2967	3641
449	2973	3633
450	2979	3626
451	2985	3619
452	2990	3611
453	2996	3604
454	3003	3597
455	3009	3589
456	3014	3582
457	3020	3574
458	3026	3567
459	3032	3560
460	3038	3552
461	3044	3545
462	3050	3538
463	3056	3530
464	3062	3523
465	3068	3515
466	3074	3508
467	3079	3501
468	3085	3493
469	3091	3486
470	3097	3479
471	3103	3471
472	3109	3464
473	3115	3456
474	3121	3449
475	3127	3442
476	3133	3435
477	3139	3428
478	3145	3420
479	3151	3413
480	3157	3406
481	3163	3399
482	3169	3392
483	3175	3384
484	3181	3378
485	3187	3371
486	3193	3364
487	3199	3356
488	3205	3349
489	3211	3342
490	3217	3335
491	3223	3328
492	3229	3321
493	3236	3314
494	3241	3307
495	3247	3300
496	3254	3293
497	3260	3286
498	3266	3279
499	3271	3271
500	3277	3264
501	3283	3257
502	3289	3250
503	3296	3243
504	3302	3237
505	3308	3229
506	3314	3222
507	3320	3215
508	3326	3208
509	3331	3201
510	3337	3193
511	3343	3186
512	3349	3179
513	3355	3172
514	3361	3165
515	3367	3158
516	3373	3151
517	3379	3144
518	3385	3137
519	3391	3130
520	3397	3123
521	3403	3116
522	3410	3110
523	3417	3104
524	3423	3097
525	3429	3090
526	3435	3083
527	3441	3076
528	3447	3069
529	3453	3062
530	3458	3055
531	3464	3048
532	3470	3040
533	3477	3034
534	3483	3027
535	3489	3020
536	3495	3013
537	3501	3006
538	3507	2999
539	3513	2993
540	3519	2986
541	3525	2979
542	3531	2972
543	3537	2965
544	3543	2958
545	3549	2951
546	3555	2944
547	3560	2937
548	3566	2930
549	3572	2923
550	3578	2916
551	3584	2909
552	3590	2902
553	3596	2895
554	3603	2888
555	3609	2882
556	3614	2874
557	3620	2867
558	3626	2860
559	3632	2853
560	3638	2847
561	3643	2839
562	3649	2832
563	3655	2825
564	3661	2818
565	3666	2811
566	3672	2804
567	3678	2797
568	3684	2790
569	3689	2783
570	3695	2776
571	3700	2769
572	3705	2761
573	3711	2754
574	3716	2747
575	3722	2739
576	3727	2732
577	3733	2725
578	3739	2718
579	3744	2711
580	3750	2704
581	3755	2697
582	3761	2690
583	3767	2683
584	3773	2676
585	3779	2669
586	3784	2663
587	3790	2655
588	3796	2649
589	3802	2642
590	3808	2635
591	3814	2628
592	3820	2622
593	3826	2615
594	3832	2608
595	3838	2601
596	3844	2594
597	3849	2587
598	3855	2580
599	3861	2574
600	3867	2567
601	3873	2560
602	3878	2553
603	3884	2546
604	3891	2540
605	3897	2533
606	3903	2527
607	3908	2520
608	3914	2513
609	3920	2506
610	3926	2500
611	3932	2493
612	3939	2486
613	3944	2479
614	3950	2473
615	3956	2466
616	3963	2460
617	3968	2453
618	3974	2446
619	3980	2439
620	3986	2433
621	3993	2426
622	3999	2420
623	4005	2413
624	4011	2406
625	4017	2399
626	4022	2393
627	4029	2386
628	4035	2380
629	4040	2373
630	4046	2366
631	4052	2359
632	4058	2352
633	4064	2346
634	4070	2339
635	4076	2332
636	4081	2326
637	4087	2319
638	4093	2312
639	4099	2306
640	4105	2299
641	4111	2292
642	4117	2286
643	4123	2279
644	4129	2272
645	4135	2266
646	4141	2259
647	4147	2252
648	4153	2246
649	4158	2239
650	4164	2232
651	4170	2226
652	4177	2219
653	4182	2213
654	4188	2206
655	4195	2199
656	4201	2193
657	4207	2186
658	4213	2180
659	4219	2173
660	4225	2167
661	4231	2160
662	4237	2154
663	4243	2147
664	4249	2140
665	4256	2134
666	4262	2127
667	4268	2121
668	4273	2114
669	4279	2107
670	4285	2101
671	4291	2094
672	4297	2088
673	4303	2081
674	4309	2074
675	4315	2068
676	4321	2061
677	4327	2055
678	4333	2048
679	4339	2042
680	4345	2035
681	4352	2029
682	4358	2022
683	4364	2016
684	4370	2009
685	4376	2003
686	4382	1996
687	4388	1990
688	4395	1983
689	4402	1977
690	4408	1971
691	4414	1965
692	4421	1958
693	4427	1951
694	4432	1945
695	4438	1938
696	4444	1932
697	4449	1924
698	4454	1918
699	4461	1911
700	4467	1905
701	4473	1898
702	4478	1892
703	4484	1885
704	4490	1879
705	4496	1872
706	4502	1866
707	4508	1859
708	4514	1852
709	4521	1846
710	4527	1840
711	4533	1833
712	4539	1827
713	4545	1820
714	4551	1814
715	4557	1807
716	4563	1801
717	4569	1794
718	4575	1788
719	4581	1781
720	4588	1775
721	4594	1768
722	4599	1762
723	4606	1755
724	4612	1749
725	4618	1743
726	4624	1736
727	4630	1730
728	4636	1723
729	4642	1717
730	4648	1710
731	4654	1704
732	4660	1697
733	4666	1691
734	4672	1684
735	4678	1678
736	4685	1671
737	4691	1665
738	4697	1659
739	4703	1652
740	4709	1646
741	4712	1638
742	4718	1632
743	4724	1625
744	4731	1619
745	4736	1612
746	4742	1606
747	4748	1599
748	4755	1593
749	4761	1587
750	4767	1580
751	4773	1574
752	4778	1567
753	4784	1561
754	4790	1554
755	4796	1548
756	4802	1541
757	4808	1535
758	4814	1528
759	4820	1522
760	4826	1515
761	4832	1509
762	4838	1502
763	4844	1496
764	4850	1489
765	4856	1483
766	4862	1477
767	4868	1470
768	4874	1464
769	4880	1457
770	4886	1451
771	4892	1444
772	4898	1438
773	4904	1432
774	4910	1425
775	4916	1419
776	4921	1412
777	4927	1406
778	4933	1399
779	4939	1393
780	4945	1386
781	4952	1380
782	4958	1374
783	4964	1367
784	4970	1361
785	4976	1354
786	4981	1348
787	4987	1341
788	4993	1335
789	4999	1329
790	5005	1322
791	5011	1316
792	5017	1309
793	5024	1303
794	5029	1297
795	5036	1290
796	5042	1284
797	5047	1277
798	5053	1271
799	5059	1264
800	5065	1258
801	5071	1252
802	5078	1245
803	5084	1239
804	5090	1233
805	5096	1226
806	5102	1220
807	5108	1213
808	5114	1207
809	5120	1201
810	5126	1194
811	5132	1188
812	5138	1181
813	5144	1175
814	5150	1169
815	5156	1162
816	5162	1156
817	5168	1149
818	5174	1143
819	5180	1137
820	5186	1130
821	5192	1124
822	5198	1118
823	5205	1111
824	5211	1105
825	5217	1099
826	5224	1092
827	5230	1086
828	5236	1080
829	5241	1073
830	5247	1067
831	5253	1060
832	5259	1054
833	5265	1048
834	5271	1041
835	5277	1035
836	5283	1028
837	5289	1022
838	5294	1016
839	5300	1009
840	5306	1003
841	5312	996
842	5318	990
843	5324	984
844	5330	977
845	5335	971
846	5341	964
847	5347	958
848	5353	952
849	5359	945
850	5365	939
851	5371	933
852	5377	926
853	5383	920
854	5391	914
855	5398	908
856	5404	901
857	5410	895
858	5415	888
859	5421	882
860	5427	876
861	5433	869
862	5439	863
863	5445	857
864	5451	850
865	5457	844
866	5463	838
867	5469	831
868	5475	825
869	5481	819
870	5487	812
871	5493	806
872	5499	800
873	5505	793
874	5511	787
875	5517	780
876	5522	774
877	5528	768
878	5534	761
879	5540	755
880	5546	749
881	5552	742
882	5558	736
883	5564	730
884	5570	723
885	5575	717
886	5581	711
887	5586	704
888	5593	698
889	5599	692
890	5605	685
891	5611	679
892	5617	673
893	5622	666
894	5629	660
895	5635	654
896	5640	647
897	5646	641
898	5652	635
899	5658	628
900	5664	622
901	5670	616
902	5675	609
903	5682	603
904	5687	597
905	5694	590
906	5699	584
907	5705	578
908	5711	571
909	5717	565
910	5723	559
911	5729	552
912	5735	546
913	5740	540
914	5746	533
915	5752	527
916	5758	521
917	5764	514
918	5770	508
919	5776	502
920	5782	495
921	5788	489
922	5794	483
923	5800	477
924	5803	470
925	5809	464
926	5816	458
927	5821	451
928	5827	445
929	5833	439
930	5839	432
931	5846	426
932	5852	420
933	5858	413
934	5863	407
935	5869	401
936	5876	395
937	5882	388
938	5887	382
939	5893	376
940	5899	369
941	5905	363
942	5911	357
943	5917	351
944	5923	344
945	5929	338
946	5935	332
947	5941	325
948	5947	319
949	5953	313
950	5959	307
951	5964	300
952	5970	294
953	5976	288
954	5982	281
955	5988	275
956	5994	269
957	6000	263
958	6006	256
959	6012	250
960	6018	244
961	6024	237
962	6029	231
963	6033	225
964	6039	219
965	6045	212
966	6051	206
967	6057	200
968	6063	193
969	6069	187
970	6075	181
971	6081	175
972	6084	168
973	6090	162
974	6096	156
975	6102	150
976	6108	143
977	6114	137
978	6120	131
979	6126	125
980	6132	118
981	6138	112
982	6144	106
983	6150	100
984	6156	93
985	6162	87
986	6167	81
987	6173	74
988	6179	68
989	6186	62
990	6192	56
991	6198	49
992	6204	43
993	6210	37
994	6215	31
995	6221	24
996	6227	18
997	6233	12
998	6239	6
999	6245	0
